,date,gacc,fires,cumulative_acres,crews,engines,helicopters,total_personnel
3073,2022-08-12,NRCC,12,"43,170",26,50,10,"1,206"
3074,2022-08-12,GBCC,7,"88,982",32,74,16,"1,506"
3075,2022-08-12,SWCC,2,"342,206",3,6,1,461
3076,2022-08-12,RMCC,6,"25,134",1,32,0,162
3077,2022-08-12,EACC,0,0,0,0,0,0
3078,2022-08-12,SACC,24,"16,206",2,39,8,284
3079,2017-04-14,NWCC,0,0,0,0,0,0
3080,2017-04-14,ONCC,0,0,0,0,0,0
3081,2017-04-14,OSCC,0,0,0,0,0,0
3082,2017-04-14,NRCC,0,0,0,0,0,0
3083,2017-04-14,GBCC,0,0,0,0,0,0
3084,2017-04-14,SWCC,1,799,2,10,0,76
3085,2017-04-14,RMCC,1,"1,800",0,7,0,15
3086,2017-04-14,EACC,5,395.3,0,16,0,55
3087,2017-04-14,SACC,52,"42,943.3",40,125,20,"1,141"
3088,2016-06-15,NWCC,7,"32,464",7,50,2,358
3089,2016-06-15,ONCC,1,"2,396",25,29,12,"1,002"
3090,2016-06-15,OSCC,3,"5,985",1,7,0,61
3091,2016-06-15,NRCC,0,0,0,0,0,0
3092,2016-06-15,GBCC,1,"1,414",0,3,0,13
3093,2016-06-15,SWCC,18,"145,904",21,52,15,"1,220"
3094,2016-06-15,RMCC,1,225,2,1,1,60
3095,2016-06-15,EACC,1,357,0,2,0,6
3096,2016-06-15,SACC,4,774,1,6,1,64
3097,2022-08-02,NWCC,4,"6,525",6,30,2,232
3098,2022-08-02,ONCC,4,"64,328",40,127,10,"1,482"
3099,2022-08-02,OSCC,2,"24,130",77,215,16,"3,209"
3100,2022-08-02,NRCC,9,"17,900",19,74,12,885
3101,2022-08-02,GBCC,8,"80,933",28,73,13,"1,284"
3102,2022-08-02,SWCC,5,"345,452",12,11,1,604
3103,2022-08-02,RMCC,6,"36,314",13,68,14,751
3104,2022-08-02,EACC,0,0,0,0,0,0
3105,2022-08-02,SACC,21,"39,884",0,27,2,244
3106,2018-09-21,NWCC,10,"343,636",33,64,17,"1,794"
3107,2018-09-21,ONCC,5,"525,165",33,83,10,"1,972"
3108,2018-09-21,OSCC,1,420,0,4,0,12
3109,2018-09-21,NRCC,12,"49,056",10,31,5,634
3110,2018-09-21,GBCC,22,"491,630",73,210,35,"3,182"
3111,2018-09-21,SWCC,3,"5,168",4,4,1,86
3112,2018-09-21,RMCC,13,"94,956",31,69,23,"1,325"
3113,2018-09-21,EACC,0,0,0,0,0,0
3114,2018-09-21,SACC,3,5,0,1,0,191
3115,2023-09-03,NWCC,27,"141,346",191,339,74,"7,232"
3116,2023-09-03,ONCC,6,"137,111",140,500,30,"6,870"
3117,2023-09-03,OSCC,2,"5,564",1,0,0,27
3118,2023-09-03,NRCC,13,"68,025",28,56,9,"1,852"
3119,2023-09-03,GBCC,7,"31,971",8,21,7,373
3120,2023-09-03,SWCC,5,"5,933",2,4,0,91
3121,2023-09-03,RMCC,6,"7,715",5,12,3,225
3122,2023-09-03,EACC,1,110,0,4,1,13
3123,2023-09-03,SACC,35,"68,691",2,108,11,961
3124,2015-12-31,AKCC,0,0,0,0,0,0
3125,2015-12-31,NWCC,0,0,0,0,0,0
3126,2015-12-31,ONCC,0,0,0,0,0,0
3127,2015-12-31,OSCC,1,"1,288",1,1,0,21
3128,2015-12-31,NRCC,0,0,0,0,0,0
3129,2015-12-31,GBCC,0,0,0,0,0,0
3130,2015-12-31,SWCC,0,0,0,0,0,0
3131,2015-12-31,RMCC,0,0,0,0,0,0
3132,2015-12-31,EACC,0,0,0,0,0,0
3133,2015-12-31,SACC,1,300,0,0,0,1
3134,2025-03-17,NWCC,0,0,0,0,0,0
3135,2025-03-17,ONCC,0,0,0,0,0,0
3136,2025-03-17,OSCC,0,0,0,0,0,0
3137,2025-03-17,NRCC,0,0,0,0,0,0
3138,2025-03-17,GBCC,0,0,0,0,0,0
3139,2025-03-17,SWCC,1,"21,433",0,7,0,44
3140,2025-03-17,RMCC,9,"48,273",0,62,0,302
3141,2025-03-17,EACC,15,"6,162",0,34,0,192
3142,2025-03-17,SACC,73,"157,687",9,270,8,"1,304"
3143,2024-08-22,NWCC,33,"868,540",225,352,36,"9,251"
3144,2024-08-22,ONCC,3,"444,043",104,235,23,"4,791"
3145,2024-08-22,OSCC,5,"94,724",27,12,12,999
3146,2024-08-22,NRCC,16,"15,247",23,28,1,745
3147,2024-08-22,GBCC,23,"322,928",73,145,26,"3,309"
3148,2024-08-22,SWCC,13,"91,296",1,14,1,117
3149,2024-08-22,RMCC,5,"16,001",2,18,1,277
3150,2024-08-22,EACC,0,0,0,0,0,0
3151,2024-08-22,SACC,10,"11,192",0,19,1,102
3152,2020-09-23,NWCC,20,"1,205,320",212,437,53,"8,314"
3153,2020-09-23,ONCC,10,"1,519,344",168,836,74,"9,738"
3154,2020-09-23,OSCC,9,"723,550",106,760,55,"7,825"
3155,2020-09-23,NRCC,16,"59,380",12,58,5,911
3156,2020-09-23,GBCC,17,"335,087",26,143,29,"1,944"
3157,2020-09-23,SWCC,2,"1,318",0,2,1,24
3158,2020-09-23,RMCC,8,"313,206",15,77,21,"1,257"
3159,2020-09-23,EACC,0,0,0,0,0,0
3160,2020-09-23,SACC,3,"1,678,830",2,5,0,169
3161,2017-01-27,NWCC,0,0,0,0,0,0
3162,2017-01-27,ONCC,0,0,0,0,0,0
3163,2017-01-27,OSCC,0,0,0,0,0,0
3164,2017-01-27,NRCC,0,0,0,0,0,0
3165,2017-01-27,GBCC,0,0,0,0,0,0
3166,2017-01-27,SWCC,0,0,0,0,0,0
3167,2017-01-27,RMCC,0,0,0,0,0,0
3168,2017-01-27,EACC,0,0,0,0,0,0
3169,2017-01-27,SACC,6,"10,245",0,19,2,97
3170,2025-03-14,NWCC,0,0,0,0,0,0
3171,2025-03-14,ONCC,0,0,0,0,0,0
3172,2025-03-14,OSCC,0,0,0,0,0,0
3173,2025-03-14,NRCC,0,0,0,0,0,0
3174,2025-03-14,GBCC,0,0,0,0,0,0
3175,2025-03-14,SWCC,0,0,0,0,0,0
3176,2025-03-14,RMCC,3,"42,150",0,36,0,163
3177,2025-03-14,EACC,11,"5,198",0,17,0,92
3178,2025-03-14,SACC,57,"29,085",16,165,6,930
3179,2017-08-17,NWCC,31,"189,598",207,310,79,"7,720"
3180,2017-08-17,ONCC,15,"129,397",128,156,27,"4,579"
3181,2017-08-17,OSCC,8,"9,346",68,85,13,"1,893"
3182,2017-08-17,NRCC,29,"393,255",85,264,41,"4,582"
3183,2017-08-17,GBCC,14,"84,006",20,54,10,946
3184,2017-08-17,SWCC,0,0,0,0,0,0
3185,2017-08-17,RMCC,4,"7,168",0,7,0,49
3186,2017-08-17,EACC,0,0,0,0,0,0
3187,2017-08-17,SACC,3,"2,818",0,3,1,24
3188,2022-04-01,NWCC,0,0,0,0,0,0
3189,2022-04-01,ONCC,0,0,0,0,0,0
3190,2022-04-01,OSCC,1,553,0,0,0,0
3191,2022-04-01,NRCC,0,0,0,0,0,0
3192,2022-04-01,GBCC,0,0,0,0,0,0
3193,2022-04-01,SWCC,2,"5,091",1,3,0,38
3194,2022-04-01,RMCC,7,"17,726",1,89,0,236
3195,2022-04-01,EACC,2,539,0,1,0,7
3196,2022-04-01,SACC,86,"334,564",42,298,15,"1,718"
3197,2021-02-12,NWCC,0,0,0,0,0,0
3198,2021-02-12,ONCC,0,0,0,0,0,0
3199,2021-02-12,OSCC,0,0,0,0,0,0
3200,2021-02-12,NRCC,0,0,0,0,0,0
3201,2021-02-12,GBCC,0,0,0,0,0,0
3202,2021-02-12,SWCC,0,0,0,0,0,0
3203,2021-02-12,RMCC,0,0,0,0,0,0
3204,2021-02-12,EACC,0,0,0,0,0,0
3205,2021-02-12,SACC,4,"6,483",0,2,0,11
3206,2017-08-07,NWCC,22,"111,177",105,182,34,"4,246"
3207,2017-08-07,ONCC,7,"107,203",129,273,26,"5,467"
3208,2017-08-07,OSCC,10,"106,273",38,59,6,"1,288"
3209,2017-08-07,NRCC,19,"359,556",90,202,36,"4,039"
3210,2017-08-07,GBCC,16,"225,341",29,129,23,"1,517"
3211,2017-08-07,SWCC,2,653,0,1,0,7
3212,2017-08-07,RMCC,2,"3,094",0,8,0,30
3213,2017-08-07,EACC,0,0,0,0,0,0
3214,2017-08-07,SACC,3,984,0,1,0,10
3215,2022-04-11,NWCC,1,442,0,3,0,8
3216,2022-04-11,ONCC,0,0,0,0,0,0
3217,2022-04-11,OSCC,0,0,0,0,0,0
3218,2022-04-11,NRCC,0,0,0,0,0,0
3219,2022-04-11,GBCC,0,0,0,0,0,0
3220,2022-04-11,SWCC,3,"5,651",9,17,4,263
3221,2022-04-11,RMCC,6,"42,975",1,40,2,210
3222,2022-04-11,EACC,1,100,0,2,0,8
3223,2022-04-11,SACC,39,"281,850",3,72,5,439
3224,2023-07-08,NWCC,5,"1,652",23,101,0,992
3225,2023-07-08,ONCC,1,4,2,4,2,90
3226,2023-07-08,OSCC,2,"1,186",8,19,1,286
3227,2023-07-08,NRCC,3,148,8,2,4,260
3228,2023-07-08,GBCC,1,1,0,0,0,4
3229,2023-07-08,SWCC,12,"119,043",25,44,13,"1,034"
3230,2023-07-08,RMCC,6,"5,183",28,48,16,"1,398"
3231,2023-07-08,EACC,2,798,0,2,0,5
3232,2023-07-08,SACC,6,"3,592",0,5,1,47
3233,2018-05-22,NWCC,0,0,0,0,0,0
3234,2018-05-22,ONCC,0,0,0,0,0,0
3235,2018-05-22,OSCC,1,"1,261",0,0,0,0
3236,2018-05-22,NRCC,0,0,0,0,0,0
3237,2018-05-22,GBCC,1,110,0,1,0,14
3238,2018-05-22,SWCC,6,"52,604",2,16,0,81
3239,2018-05-22,RMCC,0,0,0,0,0,0
3240,2018-05-22,EACC,1,"1,300",0,2,0,17
3241,2018-05-22,SACC,13,"183,074",1,15,4,220
3242,2019-07-23,NWCC,5,"50,297",9,52,1,406
3243,2019-07-23,ONCC,1,"9,000",0,2,0,34
3244,2019-07-23,OSCC,1,77,3,3,0,84
3245,2019-07-23,NRCC,0,0,0,0,0,0
3246,2019-07-23,GBCC,16,"20,246",29,62,11,"1,112"
3247,2019-07-23,SWCC,18,"61,415",32,52,9,"1,367"
3248,2019-07-23,RMCC,7,"3,888",4,5,0,103
3249,2019-07-23,EACC,0,0,0,0,0,0
3250,2019-07-23,SACC,5,"7,770",0,8,0,52
3251,2019-10-27,NWCC,0,0,0,0,0,0
3252,2019-10-27,ONCC,3,"30,320",66,270,19,"2,995"
3253,2019-10-27,OSCC,4,"19,397",21,107,6,948
3254,2019-10-27,NRCC,0,0,0,0,0,0
3255,2019-10-27,GBCC,2,"1,591.5",0,11,1,53
3256,2019-10-27,SWCC,0,0,0,0,0,0
3257,2019-10-27,RMCC,3,"11,053",2,9,5,243
3258,2019-10-27,EACC,0,0,0,0,0,0
3259,2019-10-27,SACC,5,"1,806",2,4,1,85
3260,2021-07-31,NWCC,25,"726,941",175,440,60,"7,409"
3261,2021-07-31,ONCC,6,"383,805",99,574,33,"6,514"
3262,2021-07-31,OSCC,5,"6,543",9,11,5,301
3263,2021-07-31,NRCC,40,"477,406",79,377,47,"5,381"
3264,2021-07-31,GBCC,13,"93,410",39,47,35,"1,595"
3265,2021-07-31,SWCC,0,0,0,0,0,0
3266,2021-07-31,RMCC,13,"24,845",7,63,11,689
3267,2021-07-31,EACC,2,368,3,1,2,134
3268,2021-07-31,SACC,0,0,0,0,0,0
3269,2015-09-26,AKCC,5,"134,236",0,0,0,0
3270,2015-09-26,NWCC,22,"983,757",34,67,11,"1,905"
3271,2015-09-26,ONCC,4,"254,377",75,223,8,"3,539"
3272,2015-09-26,OSCC,3,"152,057",17,32,4,988
3273,2015-09-26,NRCC,12,"148,212",2,3,2,108
3274,2015-09-26,GBCC,6,"102,086",2,9,2,75
3275,2015-09-26,SWCC,1,650,0,1,0,7
3276,2015-09-26,RMCC,0,0,0,0,0,0
3277,2015-09-26,EACC,0,0,0,0,0,0
3278,2015-09-26,SACC,5,"11,024",0,2,0,10
3279,2021-07-21,NWCC,18,"616,888",152,446,45,"6,954"
3280,2021-07-21,ONCC,6,"206,489",94,298,27,"4,736"
3281,2021-07-21,OSCC,5,"14,973",14,18,13,550
3282,2021-07-21,NRCC,39,"296,458",89,308,31,"5,047"
3283,2021-07-21,GBCC,12,"70,916",45,123,25,"2,105"
3284,2021-07-21,SWCC,9,"60,197",1,5,2,86
3285,2021-07-21,RMCC,6,"17,982",17,42,11,921
3286,2021-07-21,EACC,2,146,5,7,2,277
3287,2021-07-21,SACC,0,0,0,0,0,0
3288,2020-05-20,NWCC,0,0,0,0,0,0
3289,2020-05-20,ONCC,0,0,0,0,0,0
3290,2020-05-20,OSCC,0,0,0,0,0,0
3291,2020-05-20,NRCC,0,0,0,0,0,0
3292,2020-05-20,GBCC,5,"41,891",3,23,1,184
3293,2020-05-20,SWCC,2,"1,926",7,14,3,264
3294,2020-05-20,RMCC,1,"2,245",0,6,2,23
3295,2020-05-20,EACC,1,750,0,5,0,25
3296,2020-05-20,SACC,20,"43,478",3,50,5,381
3297,2023-08-17,NWCC,10,"69,896",70,181,35,"3,355"
3298,2023-08-17,ONCC,7,"7,043",14,48,2,603
3299,2023-08-17,OSCC,1,"93,078",1,1,0,43
3300,2023-08-17,NRCC,18,"64,443",70,105,14,"3,012"
3301,2023-08-17,GBCC,7,"58,314",20,22,14,927
3302,2023-08-17,SWCC,17,"72,535",19,21,4,"1,011"
3303,2023-08-17,RMCC,7,"11,902",6,22,3,450
3304,2023-08-17,EACC,0,0,0,0,0,0
3305,2023-08-17,SACC,30,"32,024",0,27,5,297
3306,2016-08-08,NWCC,17,"227,588",60,164,19,"2,500"
3307,2016-08-08,ONCC,1,"5,385",26,51,5,"1,053"
3308,2016-08-08,OSCC,5,"104,625",136,316,30,"6,016"
3309,2016-08-08,NRCC,15,"23,259.2",39,103,25,"1,714"
3310,2016-08-08,GBCC,19,"151,090",76,146,28,"2,887"
3311,2016-08-08,SWCC,10,"22,549",0,22,1,183
3312,2016-08-08,RMCC,7,"79,873.1",27,96,17,"1,398"
3313,2016-08-08,EACC,0,0,0,0,0,0
3314,2016-08-08,SACC,10,"11,240",0,11,2,88
3315,2016-08-18,NWCC,10,"30,220",39,89,11,"1,467"
3316,2016-08-18,ONCC,1,"9,660",55,201,7,"2,088"
3317,2016-08-18,OSCC,9,"134,961",168,494,56,"8,054"
3318,2016-08-18,NRCC,14,"20,533.55",10,33,11,535
3319,2016-08-18,GBCC,22,"179,557.1",81,145,29,"2,967"
3320,2016-08-18,SWCC,8,"6,657",2,6,0,116
3321,2016-08-18,RMCC,11,"71,281.75",28,66,19,"1,419"
3322,2016-08-18,EACC,1,127,0,0,0,5
3323,2016-08-18,SACC,5,"12,142",1,12,3,94
3324,2019-10-01,NWCC,1,354,2,0,0,50
3325,2019-10-01,ONCC,3,"61,202",4,12,1,331
3326,2019-10-01,OSCC,4,"10,817",2,5,1,111
3327,2019-10-01,NRCC,3,"3,470",0,1,0,16
3328,2019-10-01,GBCC,1,397,0,10,1,52
3329,2019-10-01,SWCC,6,"30,749",1,6,1,69
3330,2019-10-01,RMCC,3,"2,485",9,8,2,246
3331,2019-10-01,EACC,0,0,0,0,0,0
3332,2019-10-01,SACC,14,"1,714",2,20,1,143
3333,2021-07-17,NWCC,21,"516,336",159,568,48,"7,114"
3334,2021-07-17,ONCC,8,"164,943",116,303,28,"4,353"
3335,2021-07-17,OSCC,6,"15,972",20,147,13,"1,443"
3336,2021-07-17,NRCC,34,"238,040",81,218,29,"4,280"
3337,2021-07-17,GBCC,7,"21,919",14,31,10,617
3338,2021-07-17,SWCC,17,"159,345",4,20,5,276
3339,2021-07-17,RMCC,3,"12,273",10,22,8,585
3340,2021-07-17,EACC,2,149,3,11,2,247
3341,2021-07-17,SACC,0,0,0,0,0,0
3342,2022-01-14,NWCC,0,0,0,0,0,0
3343,2022-01-14,ONCC,0,0,0,0,0,0
3344,2022-01-14,OSCC,0,0,0,0,0,0
3345,2022-01-14,NRCC,0,0,0,0,0,0
3346,2022-01-14,GBCC,0,0,0,0,0,0
3347,2022-01-14,SWCC,1,420,0,3,0,13
3348,2022-01-14,RMCC,2,"6,480",0,4,0,65
3349,2022-01-14,EACC,0,0,0,0,0,0
3350,2022-01-14,SACC,3,"1,181",0,5,1,18
3351,2020-05-06,NWCC,1,905,0,0,0,0
3352,2020-05-06,ONCC,0,0,0,0,0,0
3353,2020-05-06,OSCC,0,0,0,0,0,0
3354,2020-05-06,NRCC,0,0,0,0,0,0
3355,2020-05-06,GBCC,0,0,0,0,0,0
3356,2020-05-06,SWCC,0,0,0,0,0,0
3357,2020-05-06,RMCC,0,455,0,0,0,0
3358,2020-05-06,EACC,0,0,0,0,0,0
3359,2020-05-06,SACC,10,"31,690",0,24,1,111
3360,2019-10-11,NWCC,1,"8,743",2,10,0,83
3361,2019-10-11,ONCC,3,"7,203",5,7,1,136
3362,2019-10-11,OSCC,3,"5,805",44,226,19,"2,009"
3363,2019-10-11,NRCC,1,60,0,0,0,0
3364,2019-10-11,GBCC,1,100,0,0,0,5
3365,2019-10-11,SWCC,1,105,1,4,1,52
3366,2019-10-11,RMCC,3,"8,748",27,35,12,"1,060"
3367,2019-10-11,EACC,0,0,0,0,0,0
3368,2019-10-11,SACC,9,"11,490",2,11,0,73
3369,2021-07-07,NWCC,13,"43,368",56,126,16,"1,823"
3370,2021-07-07,ONCC,6,"50,939",110,260,32,"4,198"
3371,2021-07-07,OSCC,7,"8,247",8,47,4,475
3372,2021-07-07,NRCC,12,"52,930",14,32,10,517
3373,2021-07-07,GBCC,10,"29,915",8,18,8,420
3374,2021-07-07,SWCC,19,"466,911",26,41,7,"1,073"
3375,2021-07-07,RMCC,8,"23,009",9,54,10,523
3376,2021-07-07,EACC,0,0,0,0,0,0
3377,2021-07-07,SACC,2,"8,080",0,5,0,8
3378,2015-09-10,AKCC,3,"4,916",1,0,1,24
3379,2015-09-10,NWCC,24,"1,322,172",205,382,52,"8,828"
3380,2015-09-10,ONCC,5,"138,522",25,75,10,"1,474"
3381,2015-09-10,OSCC,6,"103,857",66,179,22,"2,838"
3382,2015-09-10,NRCC,38,"561,379",69,151,22,"3,479"
3383,2015-09-10,GBCC,16,"124,701",45,42,16,"1,686"
3384,2015-09-10,SWCC,1,450,2,1,0,53
3385,2015-09-10,RMCC,3,752,1,5,1,33
3386,2015-09-10,EACC,0,0,0,0,0,0
3387,2015-09-10,SACC,13,"2,737",0,5,0,38
3388,2023-09-11,NWCC,21,"118,978",122,218,50,"5,212"
3389,2023-09-11,ONCC,5,"142,867",96,203,28,"4,797"
3390,2023-09-11,OSCC,3,299,2,0,2,60
3391,2023-09-11,NRCC,11,"60,262",7,14,4,494
3392,2023-09-11,GBCC,3,"9,725",2,20,4,209
3393,2023-09-11,SWCC,7,"9,130",12,27,4,548
3394,2023-09-11,RMCC,3,"7,414",4,6,2,186
3395,2023-09-11,EACC,2,913,0,7,0,57
3396,2023-09-11,SACC,27,"78,932",2,114,7,828
3397,2023-04-28,NWCC,0,0,0,0,0,0
3398,2023-04-28,ONCC,0,0,0,0,0,0
3399,2023-04-28,OSCC,1,200,10,10,0,239
3400,2023-04-28,NRCC,0,0,0,0,0,0
3401,2023-04-28,GBCC,1,465,0,2,0,14
3402,2023-04-28,SWCC,2,"1,094",1,4,0,27
3403,2023-04-28,RMCC,1,"4,618",0,0,0,1
3404,2023-04-28,EACC,4,"1,873",2,9,0,65
3405,2023-04-28,SACC,16,"38,416",2,49,4,364
3406,2022-06-29,NWCC,1,"33,000",0,11,1,44
3407,2022-06-29,ONCC,2,"1,351",9,50,2,383
3408,2022-06-29,OSCC,1,"2,500",1,0,0,23
3409,2022-06-29,NRCC,0,0,0,0,0,0
3410,2022-06-29,GBCC,3,"6,625",29,34,9,"1,022"
3411,2022-06-29,SWCC,11,"793,729",17,23,6,"1,511"
3412,2022-06-29,RMCC,2,"5,464",2,6,0,76
3413,2022-06-29,EACC,1,315,0,10,1,55
3414,2022-06-29,SACC,17,"21,453",0,109,4,523
3415,2017-08-31,NWCC,30,"407,779",234,518,67,"9,646"
3416,2017-08-31,ONCC,11,"118,294",132,320,22,"4,846"
3417,2017-08-31,OSCC,7,"21,929",48,74,13,"1,498"
3418,2017-08-31,NRCC,38,"270,174",82,337,51,"4,969"
3419,2017-08-31,GBCC,33,"168,099",32,85,17,"1,490"
3420,2017-08-31,SWCC,1,"1,800",0,0,0,13
3421,2017-08-31,RMCC,3,667,4,6,3,137
3422,2017-08-31,EACC,0,0,0,0,0,0
3423,2017-08-31,SACC,2,"1,029",1,7,2,56
3424,2024-05-22,NWCC,1,"6,340",1,5,0,41
3425,2024-05-22,ONCC,0,0,0,0,0,0
3426,2024-05-22,OSCC,0,0,0,0,0,0
3427,2024-05-22,NRCC,0,0,0,0,0,0
3428,2024-05-22,GBCC,0,0,0,0,0,0
3429,2024-05-22,SWCC,3,"25,094",8,29,8,373
3430,2024-05-22,RMCC,1,"1,867",2,7,2,172
3431,2024-05-22,EACC,1,209,0,3,0,19
3432,2024-05-22,SACC,4,"2,043",0,2,0,25
3433,2022-04-27,NWCC,0,0,0,0,0,0
3434,2022-04-27,ONCC,0,0,0,0,0,0
3435,2022-04-27,OSCC,0,0,0,0,0,0
3436,2022-04-27,NRCC,1,475,0,35,0,60
3437,2022-04-27,GBCC,0,0,0,0,0,0
3438,2022-04-27,SWCC,13,"183,212",73,193,33,"3,197"
3439,2022-04-27,RMCC,2,"45,948",1,28,0,248
3440,2022-04-27,EACC,2,465,0,4,0,19
3441,2022-04-27,SACC,11,"29,262",0,22,0,73
3442,2017-08-21,NWCC,31,"318,546",186,387,56,"8,001"
3443,2017-08-21,ONCC,8,"63,058",84,118,24,"3,302"
3444,2017-08-21,OSCC,7,"9,623",37,32,14,"1,214"
3445,2017-08-21,NRCC,26,"169,278",92,262,43,"5,135"
3446,2017-08-21,GBCC,9,"32,874",13,26,8,554
3447,2017-08-21,SWCC,0,0,0,0,0,0
3448,2017-08-21,RMCC,4,"4,276",0,5,0,29
3449,2017-08-21,EACC,0,0,0,0,0,0
3450,2017-08-21,SACC,4,"3,544",0,3,1,19
3451,2018-05-14,NWCC,0,0,0,0,0,0
3452,2018-05-14,ONCC,0,0,0,0,0,0
3453,2018-05-14,OSCC,0,0,0,0,0,0
3454,2018-05-14,NRCC,1,"64,000",0,0,0,38
3455,2018-05-14,GBCC,1,"1,400",0,0,0,1
3456,2018-05-14,SWCC,8,"112,353",18,42,7,631
3457,2018-05-14,RMCC,0,0,0,0,0,0
3458,2018-05-14,EACC,2,488,0,0,0,0
3459,2018-05-14,SACC,26,"190,194",12,107,19,987
3460,2020-07-08,NWCC,2,"10,287",11,27,2,327
3461,2020-07-08,ONCC,2,"5,743",20,110,0,905
3462,2020-07-08,OSCC,4,"5,889",9,33,0,421
3463,2020-07-08,NRCC,0,475,0,0,0,0
3464,2020-07-08,GBCC,13,"162,764",39,74,16,"1,554"
3465,2020-07-08,SWCC,12,"473,213",31,66,27,"1,559"
3466,2020-07-08,RMCC,4,"3,055",4,12,3,204
3467,2020-07-08,EACC,0,0,0,0,0,0
3468,2020-07-08,SACC,4,"7,482",0,7,1,47
3469,2019-07-15,NWCC,3,"5,020",5,42,0,285
3470,2019-07-15,ONCC,2,"9,410",0,9,3,47
3471,2019-07-15,OSCC,0,974,0,0,0,0
3472,2019-07-15,NRCC,0,0,0,0,0,0
3473,2019-07-15,GBCC,14,"17,283",11,54,6,598
3474,2019-07-15,SWCC,15,"36,568",10,22,9,502
3475,2019-07-15,RMCC,6,532,5,1,3,149
3476,2019-07-15,EACC,0,0,0,0,0,0
3477,2019-07-15,SACC,6,"18,348",0,5,0,24
3478,2021-10-03,NWCC,12,"570,806",32,55,11,"1,782"
3479,2021-10-03,ONCC,6,"1,854,477",99,227,43,"5,286"
3480,2021-10-03,OSCC,3,"178,804",86,192,36,"3,670"
3481,2021-10-03,NRCC,21,"259,327",20,40,9,"1,060"
3482,2021-10-03,GBCC,2,"86,591",2,1,2,78
3483,2021-10-03,SWCC,0,0,0,0,0,0
3484,2021-10-03,RMCC,3,"10,266",0,2,2,40
3485,2021-10-03,EACC,0,"26,797",0,0,0,0
3486,2021-10-03,SACC,6,"2,664",1,41,1,107
3487,2019-07-05,NWCC,2,290,4,22,0,194
3488,2019-07-05,ONCC,2,693,2,7,0,88
3489,2019-07-05,OSCC,0,0,0,0,0,0
3490,2019-07-05,NRCC,0,0,0,0,0,0
3491,2019-07-05,GBCC,6,"4,583",4,35,5,223
3492,2019-07-05,SWCC,17,"174,383",20,33,9,848
3493,2019-07-05,RMCC,3,"2,787",2,5,2,85
3494,2019-07-05,EACC,0,0,0,0,0,0
3495,2019-07-05,SACC,8,"5,894",0,46,4,203
3496,2021-05-19,NWCC,0,0,0,0,0,0
3497,2021-05-19,ONCC,0,0,0,0,0,0
3498,2021-05-19,OSCC,2,"1,600",17,59,0,624
3499,2021-05-19,NRCC,0,0,0,0,0,0
3500,2021-05-19,GBCC,3,"2,529",3,10,0,118
3501,2021-05-19,SWCC,7,"16,356",13,21,7,482
3502,2021-05-19,RMCC,0,0,0,0,0,0
3503,2021-05-19,EACC,5,"1,702",0,14,2,209
3504,2021-05-19,SACC,7,"3,147",0,31,1,199
3505,2024-06-19,NWCC,5,"14,857",13,7,9,555
3506,2024-06-19,ONCC,4,"18,128",52,117,7,"1,660"
3507,2024-06-19,OSCC,6,"25,533",61,287,22,"2,896"
3508,2024-06-19,NRCC,0,0,0,0,0,0
3509,2024-06-19,GBCC,4,"2,975",9,13,5,338
3510,2024-06-19,SWCC,16,"61,674",25,55,7,893
3511,2024-06-19,RMCC,5,"4,456",11,25,0,421
3512,2024-06-19,EACC,0,0,0,0,0,0
3513,2024-06-19,SACC,8,"5,047",0,19,0,148
3514,2021-10-13,NWCC,7,"390,827",8,13,2,642
3515,2021-10-13,ONCC,6,"1,848,030",57,117,23,"3,703"
3516,2021-10-13,OSCC,3,"193,287",72,194,37,"3,582"
3517,2021-10-13,NRCC,14,"186,873",8,27,3,409
3518,2021-10-13,GBCC,4,"159,306",0,7,0,39
3519,2021-10-13,SWCC,1,"2,913",0,4,0,25
3520,2021-10-13,RMCC,3,"9,329",1,7,0,52
3521,2021-10-13,EACC,1,"1,936",0,2,0,55
3522,2021-10-13,SACC,8,"1,839",1,37,1,97
3523,2020-07-18,NWCC,2,"9,624",4,34,1,236
3524,2020-07-18,ONCC,0,"5,513",0,0,0,0
3525,2020-07-18,OSCC,2,"24,508",21,148,11,"1,506"
3526,2020-07-18,NRCC,1,"2,710",0,8,2,42
3527,2020-07-18,GBCC,13,"209,912",42,70,9,"1,501"
3528,2020-07-18,SWCC,22,"368,292",42,66,23,"1,217"
3529,2020-07-18,RMCC,10,"27,347",17,37,9,739
3530,2020-07-18,EACC,0,0,0,0,0,0
3531,2020-07-18,SACC,8,"36,358",0,42,2,305
3532,2018-05-04,NWCC,1,"1,502",0,0,0,4
3533,2018-05-04,ONCC,1,244,2,0,0,70
3534,2018-05-04,OSCC,0,"1,700",0,0,0,0
3535,2018-05-04,NRCC,0,0,0,0,0,0
3536,2018-05-04,GBCC,0,0,0,0,0,0
3537,2018-05-04,SWCC,10,"114,355",17,79,7,901
3538,2018-05-04,RMCC,0,0,0,0,0,0
3539,2018-05-04,EACC,5,"3,634",1,17,1,78
3540,2018-05-04,SACC,25,"71,901",23,94,6,952
3541,2020-09-05,NWCC,16,"188,930",107,281,39,"4,296"
3542,2020-09-05,ONCC,11,"1,418,634",204,745,64,"10,876"
3543,2020-09-05,OSCC,10,"178,739",28,120,24,"1,698"
