,date,gacc,fires,cumulative_acres,crews,engines,helicopters,total_personnel
10023,2022-10-28,NRCC,10,"49,047",0,1,0,24
10024,2022-10-28,GBCC,2,"38,353",0,1,0,3
10025,2022-10-28,SWCC,0,0,0,0,0,0
10026,2022-10-28,RMCC,0,0,0,0,0,0
10027,2022-10-28,EACC,4,"3,123",0,7,0,32
10028,2022-10-28,SACC,28,"17,515",5,126,1,421
10029,2023-07-23,NWCC,9,"56,497",61,105,18,"2,255"
10030,2023-07-23,ONCC,0,0,0,0,0,0
10031,2023-07-23,OSCC,6,"11,166",18,27,0,556
10032,2023-07-23,NRCC,8,"3,626",23,18,15,897
10033,2023-07-23,GBCC,5,"5,825",16,21,3,602
10034,2023-07-23,SWCC,26,"79,954",30,67,9,"1,211"
10035,2023-07-23,RMCC,3,"3,878",2,2,3,83
10036,2023-07-23,EACC,0,0,0,0,0,0
10037,2023-07-23,SACC,5,"4,774",0,22,0,76
10038,2020-11-09,NWCC,4,"364,465",3,20,1,154
10039,2020-11-09,ONCC,5,"1,514,057",13,40,7,"1,099"
10040,2020-11-09,OSCC,8,"843,588",16,26,10,"1,146"
10041,2020-11-09,NRCC,2,"6,493",0,9,1,47
10042,2020-11-09,GBCC,9,"95,033",0,18,2,99
10043,2020-11-09,SWCC,3,"37,458",2,4,0,64
10044,2020-11-09,RMCC,7,"626,459",10,39,3,841
10045,2020-11-09,EACC,2,700,0,21,0,68
10046,2020-11-09,SACC,6,"200,915",3,1,0,79
10047,2021-06-02,NWCC,1,679,2,14,1,141
10048,2021-06-02,ONCC,0,0,0,0,0,0
10049,2021-06-02,OSCC,2,"1,608",8,41,0,332
10050,2021-06-02,NRCC,0,0,0,0,0,0
10051,2021-06-02,GBCC,6,"29,562",8,17,4,291
10052,2021-06-02,SWCC,13,"69,962",22,32,13,893
10053,2021-06-02,RMCC,0,0,0,0,0,0
10054,2021-06-02,EACC,2,468,1,4,0,66
10055,2021-06-02,SACC,13,"26,913",36,31,2,221
10056,2015-08-15,AKCC,11,"737,088",0,0,2,36
10057,2015-08-15,NWCC,47,"376,065",185,474,56,"7,900"
10058,2015-08-15,ONCC,15,"252,358",227,985,50,"11,872"
10059,2015-08-15,OSCC,10,"30,858",44,69,21,"1,768"
10060,2015-08-15,NRCC,37,"72,860",52,138,20,"2,468"
10061,2015-08-15,GBCC,28,"276,982",37,61,17,"1,433"
10062,2015-08-15,SWCC,7,"37,817",2,6,1,122
10063,2015-08-15,RMCC,5,"2,588",1,1,2,34
10064,2015-08-15,EACC,0,0,0,0,0,0
10065,2015-08-15,SACC,14,"23,741",6,41,4,461
10066,2019-11-04,NWCC,1,800,0,23,4,117
10067,2019-11-04,ONCC,3,"82,446",97,333,3,"4,109"
10068,2019-11-04,OSCC,6,"17,534",28,164,0,"1,386"
10069,2019-11-04,NRCC,0,0,0,0,0,0
10070,2019-11-04,GBCC,0,0,0,0,0,0
10071,2019-11-04,SWCC,1,540,0,0,0,0
10072,2019-11-04,RMCC,4,"11,773",0,1,0,20
10073,2019-11-04,EACC,0,0,0,0,0,0
10074,2019-11-04,SACC,2,676,1,1,0,28
10075,2021-06-12,NWCC,3,"9,284",0,3,0,19
10076,2021-06-12,ONCC,0,939,0,0,0,0
10077,2021-06-12,OSCC,0,0,0,0,0,0
10078,2021-06-12,NRCC,1,330,3,6,4,111
10079,2021-06-12,GBCC,9,"24,517",36,66,14,"1,301"
10080,2021-06-12,SWCC,14,"226,750",54,98,28,"2,158"
10081,2021-06-12,RMCC,4,"1,808",8,10,2,249
10082,2021-06-12,EACC,0,244,0,0,0,0
10083,2021-06-12,SACC,4,"2,893",0,5,3,39
10084,2015-08-05,AKCC,23,"1,482,791.3",7,3,9,263
10085,2015-08-05,NWCC,19,"67,316",136,207,35,"4,412"
10086,2015-08-05,ONCC,17,"156,600",203,772,44,"9,317"
10087,2015-08-05,OSCC,7,"10,759.5",47,68,15,"1,899"
10088,2015-08-05,NRCC,16,"14,984.53",13,14,8,606
10089,2015-08-05,GBCC,9,"6,635.25",8,9,3,283
10090,2015-08-05,SWCC,4,"4,651",4,7,1,121
10091,2015-08-05,RMCC,8,"3,840.45",4,4,2,112
10092,2015-08-05,EACC,1,103,0,0,0,0
10093,2015-08-05,SACC,14,"16,745",4,25,2,188
10094,2015-06-18,AKCC,11,"44,272.2",33,14,15,941
10095,2015-06-18,NWCC,7,"6,420",25,27,17,908
10096,2015-06-18,ONCC,1,"1,546",22,49,6,993
10097,2015-06-18,OSCC,2,"1,582",9,14,5,266
10098,2015-06-18,NRCC,0,0,0,0,0,0
10099,2015-06-18,GBCC,4,"1,470.1",8,14,6,193
10100,2015-06-18,SWCC,5,"7,555",9,24,2,302
10101,2015-06-18,RMCC,2,1.1,0,0,1,12
10102,2015-06-18,EACC,0,0,0,0,0,0
10103,2015-06-18,SACC,5,"2,154",0,3,1,25
10104,2018-08-12,NWCC,30,"350,606",294,549,67,"11,156"
10105,2018-08-12,ONCC,10,"549,922",151,729,49,"9,683"
10106,2018-08-12,OSCC,7,"173,699",60,300,36,"3,693"
10107,2018-08-12,NRCC,18,"16,441",42,60,18,"1,802"
10108,2018-08-12,GBCC,19,"437,184",56,127,27,"2,467"
10109,2018-08-12,SWCC,9,"24,824",4,12,1,180
10110,2018-08-12,RMCC,14,"80,759",26,61,16,"1,221"
10111,2018-08-12,EACC,0,0,0,0,0,0
10112,2018-08-12,SACC,1,"1,223",0,2,0,16
10113,2015-06-08,AKCC,9,"44,317.6",6,0,5,163
10114,2015-06-08,NWCC,1,10,4,2,2,115
10115,2015-06-08,ONCC,0,0,0,0,0,0
10116,2015-06-08,OSCC,2,85,4,14,1,97
10117,2015-06-08,NRCC,0,0,0,0,0,0
10118,2015-06-08,GBCC,1,"7,400",1,6,2,62
10119,2015-06-08,SWCC,2,"7,824",8,16,5,320
10120,2015-06-08,RMCC,1,30,0,1,0,3
10121,2015-06-08,EACC,0,0,0,0,0,0
10122,2015-06-08,SACC,9,"36,998.3",2,1,3,85
10123,2018-08-02,NWCC,31,"245,258",213,418,43,"7,927"
10124,2018-08-02,ONCC,8,"331,004",136,844,42,"8,679"
10125,2018-08-02,OSCC,9,"85,973",98,177,27,"4,326"
10126,2018-08-02,NRCC,11,"9,435",20,24,7,838
10127,2018-08-02,GBCC,38,"607,781",66,180,30,"3,166"
10128,2018-08-02,SWCC,18,"30,989",14,14,3,434
10129,2018-08-02,RMCC,20,"137,074",36,85,26,"1,572"
10130,2018-08-02,EACC,0,0,0,0,0,0
10131,2018-08-02,SACC,7,"6,002",1,14,2,84
10132,2022-09-21,NWCC,15,"349,762",85,156,33,"4,652"
10133,2022-09-21,ONCC,6,"197,462",62,178,14,"3,647"
10134,2022-09-21,OSCC,4,"41,929",14,11,4,513
10135,2022-09-21,NRCC,14,"78,103",19,60,6,"1,244"
10136,2022-09-21,GBCC,10,"195,038",33,61,12,"1,632"
10137,2022-09-21,SWCC,0,0,0,0,0,0
10138,2022-09-21,RMCC,4,"14,212",1,53,1,167
10139,2022-09-21,EACC,0,0,0,0,0,0
10140,2022-09-21,SACC,4,"1,231",2,12,0,71
10141,2017-05-27,NWCC,1,40,2,30,0,134
10142,2017-05-27,ONCC,0,0,0,0,0,0
10143,2017-05-27,OSCC,3,"12,885",16,25,0,392
10144,2017-05-27,NRCC,0,0,0,0,0,0
10145,2017-05-27,GBCC,0,450,0,0,0,0
10146,2017-05-27,SWCC,5,"31,746",19,32,19,871
10147,2017-05-27,RMCC,0,0,0,0,0,0
10148,2017-05-27,EACC,1,296,0,4,0,11
10149,2017-05-27,SACC,15,"248,438",3,130,13,"1,017"
10150,2016-07-26,NWCC,1,"41,587",6,18,6,181
10151,2016-07-26,ONCC,0,0,0,0,0,0
10152,2016-07-26,OSCC,4,"52,679",101,649,40,"5,761"
10153,2016-07-26,NRCC,8,"5,851",7,31,4,351
10154,2016-07-26,GBCC,16,"57,816",60,87,27,"2,216"
10155,2016-07-26,SWCC,20,"39,791",18,40,7,686
10156,2016-07-26,RMCC,15,"76,911",43,116,25,"1,861"
10157,2016-07-26,EACC,1,120,0,5,0,18
10158,2016-07-26,SACC,7,"4,051",1,2,1,52
10159,2024-11-05,NWCC,4,"76,720",0,0,0,6
10160,2024-11-05,ONCC,1,"5,124",1,0,1,180
10161,2024-11-05,OSCC,4,"124,437",3,4,2,167
10162,2024-11-05,NRCC,5,"22,028",0,1,0,6
10163,2024-11-05,GBCC,3,"123,329",1,9,1,128
10164,2024-11-05,SWCC,1,323,0,3,1,21
10165,2024-11-05,RMCC,5,"101,171",2,43,2,278
10166,2024-11-05,EACC,15,"4,510",24,89,2,632
10167,2024-11-05,SACC,21,"17,119",7,59,12,797
10168,2017-07-29,NWCC,19,"79,781",40,98,14,"1,532"
10169,2017-07-29,ONCC,4,"4,179",18,21,0,584
10170,2017-07-29,OSCC,6,"101,870",95,267,14,"3,868"
10171,2017-07-29,NRCC,29,"114,249",70,183,30,"3,030"
10172,2017-07-29,GBCC,27,"204,152",62,117,25,"2,389"
10173,2017-07-29,SWCC,6,"1,826",0,13,0,76
10174,2017-07-29,RMCC,5,"7,257",3,7,1,108
10175,2017-07-29,EACC,1,"3,577",0,10,1,35
10176,2017-07-29,SACC,5,"18,972",0,41,1,119
10177,2024-09-11,NWCC,38,"715,208",226,480,43,"9,734"
10178,2024-09-11,ONCC,3,"445,839",14,43,11,"1,165"
10179,2024-09-11,OSCC,7,"172,780",134,568,45,"6,348"
10180,2024-09-11,NRCC,21,"50,292",18,51,12,"1,051"
10181,2024-09-11,GBCC,28,"470,529",113,288,40,"5,458"
10182,2024-09-11,SWCC,6,"12,965",11,34,2,521
10183,2024-09-11,RMCC,6,"451,454",3,18,0,166
10184,2024-09-11,EACC,2,328,0,13,1,36
10185,2024-09-11,SACC,6,"1,046",0,1,1,39
10186,2020-08-10,NWCC,13,"15,743",38,52,13,"1,283"
10187,2020-08-10,ONCC,9,"124,717",44,73,18,"2,160"
10188,2020-08-10,OSCC,5,"43,042",79,210,31,"3,669"
10189,2020-08-10,NRCC,9,"11,293",9,36,7,399
10190,2020-08-10,GBCC,17,"53,697",35,70,22,"1,668"
10191,2020-08-10,SWCC,9,"26,712",16,27,11,732
10192,2020-08-10,RMCC,7,"36,300",19,54,4,878
10193,2020-08-10,EACC,0,0,0,0,0,0
10194,2020-08-10,SACC,5,"12,694",2,13,0,94
10195,2016-02-05,AKCC,0,0,0,0,0,0
10196,2016-02-05,NWCC,0,0,0,0,0,0
10197,2016-02-05,ONCC,0,0,0,0,0,0
10198,2016-02-05,OSCC,0,0,0,0,0,0
10199,2016-02-05,NRCC,0,0,0,0,0,0
10200,2016-02-05,GBCC,0,0,0,0,0,0
10201,2016-02-05,SWCC,1,"1,537",2,5,0,73
10202,2016-02-05,RMCC,1,"9,636",0,1,0,3
10203,2016-02-05,EACC,0,0,0,0,0,0
10204,2016-02-05,SACC,24,"9,232",6,65,0,207
10205,2024-09-01,NWCC,20,"423,860",97,144,24,"5,178"
10206,2024-09-01,ONCC,2,"442,514",28,51,10,"1,385"
10207,2024-09-01,OSCC,3,"93,274",42,61,14,"1,616"
10208,2024-09-01,NRCC,21,"17,961",31,65,13,"1,197"
10209,2024-09-01,GBCC,18,"257,435",100,205,25,"4,440"
10210,2024-09-01,SWCC,6,"46,555",1,2,0,24
10211,2024-09-01,RMCC,7,"452,204",5,73,0,537
10212,2024-09-01,EACC,0,0,0,0,0,0
10213,2024-09-01,SACC,12,"6,042",0,17,0,106
10214,2017-12-15,NWCC,0,0,0,0,0,0
10215,2017-12-15,ONCC,0,0,0,0,0,0
10216,2017-12-15,OSCC,6,"275,990",148,"1,042",33,"8,605"
10217,2017-12-15,NRCC,0,0,0,0,0,0
10218,2017-12-15,GBCC,0,0,0,0,0,0
10219,2017-12-15,SWCC,0,0,0,0,0,0
10220,2017-12-15,RMCC,3,"57,359",5,91,1,479
10221,2017-12-15,EACC,0,0,0,0,0,0
10222,2017-12-15,SACC,21,"3,443.1",4,34,0,335
10223,2016-10-14,NWCC,1,536,0,0,0,0
10224,2016-10-14,ONCC,1,"4,474",2,3,1,71
10225,2016-10-14,OSCC,3,"134,059",25,36,15,"1,099"
10226,2016-10-14,NRCC,1,699,0,0,0,2
10227,2016-10-14,GBCC,7,"6,109.1",1,3,0,30
10228,2016-10-14,SWCC,3,"9,010",0,6,0,29
10229,2016-10-14,RMCC,1,"5,232",0,3,1,14
10230,2016-10-14,EACC,0,0,0,0,0,0
10231,2016-10-14,SACC,5,"2,726.7",6,7,2,182
10232,2020-08-26,NWCC,25,"130,115",145,275,37,"5,150"
10233,2020-08-26,ONCC,19,"1,276,751",145,"1,179",66,"11,313"
10234,2020-08-26,OSCC,16,"231,595",92,418,44,"5,661"
10235,2020-08-26,NRCC,14,"26,551",15,38,14,865
10236,2020-08-26,GBCC,22,"27,925",21,105,26,"1,234"
10237,2020-08-26,SWCC,30,"148,952",30,77,12,"1,366"
10238,2020-08-26,RMCC,7,"205,587",46,189,27,"2,929"
10239,2020-08-26,EACC,1,1,0,4,0,30
10240,2020-08-26,SACC,22,"16,997",0,19,1,108
10241,2021-08-29,NWCC,25,"674,925",159,404,57,"7,407"
10242,2021-08-29,ONCC,9,"1,525,573",208,998,80,"13,106"
10243,2021-08-29,OSCC,5,"32,812",82,155,34,"2,892"
10244,2021-08-29,NRCC,31,"407,560",43,150,27,"2,705"
10245,2021-08-29,GBCC,4,"91,046",1,5,3,73
10246,2021-08-29,SWCC,1,"1,296",0,0,0,2
10247,2021-08-29,RMCC,4,"10,951",1,63,3,233
10248,2021-08-29,EACC,5,"28,118",14,27,4,633
10249,2021-08-29,SACC,1,109,0,5,0,14
10250,2018-08-24,NWCC,30,"472,075",219,411,63,"9,101"
10251,2018-08-24,ONCC,6,"705,840",135,428,34,"7,206"
10252,2018-08-24,OSCC,7,"169,407",36,42,15,"1,621"
10253,2018-08-24,NRCC,25,"73,262",40,114,15,"2,517"
10254,2018-08-24,GBCC,26,"435,155",43,165,28,"2,464"
10255,2018-08-24,SWCC,5,"6,688",2,5,0,108
10256,2018-08-24,RMCC,7,"77,269",21,50,11,"1,147"
10257,2018-08-24,EACC,1,650,0,1,5,38
10258,2018-08-24,SACC,5,"3,413",0,10,2,49
10259,2016-07-10,NWCC,3,"5,700",1,23,1,95
10260,2016-07-10,ONCC,5,"14,099",18,42,4,580
10261,2016-07-10,OSCC,8,"64,494",34,65,19,"1,248"
10262,2016-07-10,NRCC,7,"4,603",7,24,6,473
10263,2016-07-10,GBCC,9,"130,487",21,29,11,888
10264,2016-07-10,SWCC,9,"22,799",6,12,4,256
10265,2016-07-10,RMCC,7,"22,634",9,52,5,527
10266,2016-07-10,EACC,0,0,0,0,0,0
10267,2016-07-10,SACC,8,"6,227",0,11,3,46
10268,2022-09-07,NWCC,16,"136,852",112,266,54,"5,198"
10269,2022-09-07,ONCC,6,"125,179",98,335,27,"4,277"
10270,2022-09-07,OSCC,8,"20,277",45,200,24,"1,754"
10271,2022-09-07,NRCC,22,"36,005",20,58,14,"1,189"
10272,2022-09-07,GBCC,12,"184,030",47,148,28,"2,449"
10273,2022-09-07,SWCC,0,0,0,0,0,0
10274,2022-09-07,RMCC,2,"2,139",2,5,2,95
10275,2022-09-07,EACC,1,142,1,4,0,71
10276,2022-09-07,SACC,3,"11,100",0,4,0,29
10277,2023-09-24,NWCC,16,"134,582",83,131,33,"3,647"
10278,2023-09-24,ONCC,5,"164,691",51,119,16,"3,004"
10279,2023-09-24,OSCC,0,0,0,0,0,0
10280,2023-09-24,NRCC,9,"33,714",0,17,1,112
10281,2023-09-24,GBCC,5,"2,725",4,8,4,200
10282,2023-09-24,SWCC,6,"7,555",7,19,4,375
10283,2023-09-24,RMCC,2,"5,207",2,1,1,54
10284,2023-09-24,EACC,0,0,0,0,0,0
10285,2023-09-24,SACC,21,"48,208",0,44,4,442
10286,2022-09-17,NWCC,21,"339,945",115,236,40,"5,823"
10287,2022-09-17,ONCC,7,"196,399",126,500,34,"5,746"
10288,2022-09-17,OSCC,6,"42,505",30,39,4,"1,297"
10289,2022-09-17,NRCC,16,"78,641",35,85,4,"1,659"
10290,2022-09-17,GBCC,11,"212,639",50,102,18,"2,309"
10291,2022-09-17,SWCC,0,0,0,0,0,0
10292,2022-09-17,RMCC,3,"6,994",3,12,3,101
10293,2022-09-17,EACC,0,0,0,0,0,0
10294,2022-09-17,SACC,0,0,0,0,0,0
10295,2019-03-15,NWCC,0,0,0,0,0,0
10296,2019-03-15,ONCC,0,0,0,0,0,0
10297,2019-03-15,OSCC,0,0,0,0,0,0
10298,2019-03-15,NRCC,0,0,0,0,0,0
10299,2019-03-15,GBCC,0,0,0,0,0,0
10300,2019-03-15,SWCC,0,0,0,0,0,0
10301,2019-03-15,RMCC,0,0,0,0,0,0
10302,2019-03-15,EACC,0,0,0,0,0,0
10303,2019-03-15,SACC,9,"6,510",2,18,0,63
10304,2023-06-25,NWCC,4,"5,421",2,42,3,215
10305,2023-06-25,ONCC,0,0,0,0,0,0
10306,2023-06-25,OSCC,2,"4,728",16,21,0,550
10307,2023-06-25,NRCC,0,0,0,0,0,0
10308,2023-06-25,GBCC,4,"1,502",0,29,1,133
10309,2023-06-25,SWCC,10,"73,812",16,47,8,829
10310,2023-06-25,RMCC,0,0,0,0,0,0
10311,2023-06-25,EACC,3,283,1,4,0,25
10312,2023-06-25,SACC,5,"17,262",0,4,1,48
10313,2023-09-28,NWCC,15,"132,579",54,99,15,"2,345"
10314,2023-09-28,ONCC,5,"171,101",31,66,9,"2,125"
10315,2023-09-28,OSCC,0,0,0,0,0,0
10316,2023-09-28,NRCC,10,"35,226",0,1,0,40
10317,2023-09-28,GBCC,1,469,1,2,0,27
10318,2023-09-28,SWCC,4,"9,542",9,19,4,397
10319,2023-09-28,RMCC,2,"5,297",4,3,2,116
10320,2023-09-28,EACC,0,0,0,0,0,0
10321,2023-09-28,SACC,6,"44,755",0,36,4,286
10322,2021-06-24,NWCC,2,"7,967",19,64,8,874
10323,2021-06-24,ONCC,2,926,8,25,0,217
10324,2021-06-24,OSCC,8,"9,605",39,88,19,"1,534"
10325,2021-06-24,NRCC,8,"40,967",28,52,14,"1,157"
10326,2021-06-24,GBCC,16,"52,997",28,63,24,"1,222"
10327,2021-06-24,SWCC,24,"424,213",50,208,27,"2,925"
10328,2021-06-24,RMCC,7,"25,738",13,70,12,774
10329,2021-06-24,EACC,0,0,0,0,0,0
10330,2021-06-24,SACC,2,"4,760",0,8,1,54
10331,2024-05-24,NWCC,1,"6,340",0,5,0,23
10332,2024-05-24,ONCC,1,536,3,2,0,75
10333,2024-05-24,OSCC,0,0,0,0,0,0
10334,2024-05-24,NRCC,0,0,0,0,0,0
10335,2024-05-24,GBCC,0,0,0,0,0,0
10336,2024-05-24,SWCC,7,"27,014",13,21,3,520
10337,2024-05-24,RMCC,1,"5,699",2,7,2,179
10338,2024-05-24,EACC,1,209,0,3,0,19
10339,2024-05-24,SACC,4,"2,043",0,3,0,41
10340,2018-06-29,NWCC,7,"134,168",18,56,3,770
10341,2018-06-29,ONCC,5,"19,803",106,305,19,"4,333"
10342,2018-06-29,OSCC,2,"3,636",9,3,7,371
10343,2018-06-29,NRCC,0,0,0,0,0,0
10344,2018-06-29,GBCC,10,"37,418",14,59,10,698
10345,2018-06-29,SWCC,8,"66,641",7,26,9,417
10346,2018-06-29,RMCC,6,"76,825",19,48,13,842
10347,2018-06-29,EACC,0,0,0,0,0,0
10348,2018-06-29,SACC,9,"6,122",0,32,2,109
10349,2019-11-22,NWCC,0,0,0,0,0,0
10350,2019-11-22,ONCC,0,0,0,0,0,0
10351,2019-11-22,OSCC,0,0,0,0,0,0
10352,2019-11-22,NRCC,0,0,0,0,0,0
10353,2019-11-22,GBCC,1,200,0,0,0,1
10354,2019-11-22,SWCC,1,210,0,0,0,4
10355,2019-11-22,RMCC,1,603,0,1,0,2
10356,2019-11-22,EACC,0,0,0,0,0,0
10357,2019-11-22,SACC,11,"5,397.4",2,13,1,183
10358,2015-08-23,AKCC,1,"312,918",0,0,0,0
10359,2015-08-23,NWCC,45,"1,206,984",244,652,67,"11,173"
10360,2015-08-23,ONCC,13,"244,636",160,560,47,"8,400"
10361,2015-08-23,OSCC,11,"96,921",107,301,23,"4,704"
10362,2015-08-23,NRCC,109,"334,408",100,235,30,"4,840"
10363,2015-08-23,GBCC,27,"314,629",47,96,20,"2,113"
10364,2015-08-23,SWCC,10,"21,932",10,9,1,311
10365,2015-08-23,RMCC,7,"1,942",4,0,2,122
10366,2015-08-23,EACC,0,0,0,0,0,0
10367,2015-08-23,SACC,20,"35,061",5,49,6,424
10368,2018-04-27,NWCC,0,0,0,0,0,0
10369,2018-04-27,ONCC,1,50,6,9,1,169
10370,2018-04-27,OSCC,1,"1,265",0,1,0,27
10371,2018-04-27,NRCC,0,0,0,0,0,0
10372,2018-04-27,GBCC,1,60,1,1,1,41
10373,2018-04-27,SWCC,6,"60,380",16,35,4,726
10374,2018-04-27,RMCC,2,"43,436",0,12,0,56
10375,2018-04-27,EACC,4,"1,830",1,19,2,104
10376,2018-04-27,SACC,20,"394,943",5,58,6,366
10377,2019-06-26,NWCC,1,"6,100",3,10,0,108
10378,2019-06-26,ONCC,1,410,3,0,2,65
10379,2019-06-26,OSCC,2,"1,616",5,14,4,207
10380,2019-06-26,NRCC,0,0,0,0,0,0
10381,2019-06-26,GBCC,2,"1,695",0,5,0,30
10382,2019-06-26,SWCC,7,"137,559",35,64,12,"1,539"
10383,2019-06-26,RMCC,3,449,3,5,0,77
10384,2019-06-26,EACC,0,0,0,0,0,0
10385,2019-06-26,SACC,3,"32,184",0,4,0,8
10386,2023-12-29,NWCC,0,0,0,0,0,0
10387,2023-12-29,ONCC,0,0,0,0,0,0
10388,2023-12-29,OSCC,0,0,0,0,0,0
10389,2023-12-29,NRCC,0,0,0,0,0,0
10390,2023-12-29,GBCC,0,0,0,0,0,0
10391,2023-12-29,SWCC,0,0,0,0,0,0
10392,2023-12-29,RMCC,0,0,0,0,0,0
10393,2023-12-29,EACC,0,0,0,0,0,0
10394,2023-12-29,SACC,0,0,0,0,0,0
10395,2024-12-20,NWCC,0,0,0,0,0,0
10396,2024-12-20,ONCC,0,0,0,0,0,0
10397,2024-12-20,OSCC,3,"52,552",14,36,4,671
10398,2024-12-20,NRCC,1,778,0,0,0,1
10399,2024-12-20,GBCC,0,0,0,0,0,0
10400,2024-12-20,SWCC,2,"1,150",4,10,2,178
10401,2024-12-20,RMCC,0,0,0,0,0,0
10402,2024-12-20,EACC,0,0,0,0,0,0
10403,2024-12-20,SACC,2,"1,701",2,2,0,60
10404,2017-09-02,NWCC,32,"453,803",235,524,67,"9,633"
10405,2017-09-02,ONCC,11,"166,741",151,416,30,"5,840"
10406,2017-09-02,OSCC,8,"35,517",62,215,14,"2,793"
10407,2017-09-02,NRCC,48,"573,211",77,376,58,"5,129"
10408,2017-09-02,GBCC,23,"220,628",35,56,18,"1,388"
10409,2017-09-02,SWCC,1,"1,870",0,0,0,6
10410,2017-09-02,RMCC,5,"5,091",7,28,6,309
10411,2017-09-02,EACC,0,0,0,0,0,0
10412,2017-09-02,SACC,1,809,0,1,0,6
10413,2022-05-14,NWCC,0,0,0,0,0,0
10414,2022-05-14,ONCC,0,0,0,0,0,0
10415,2022-05-14,OSCC,1,200,7,53,2,456
10416,2022-05-14,NRCC,0,0,0,0,0,0
10417,2022-05-14,GBCC,1,97,1,4,2,62
10418,2022-05-14,SWCC,9,"365,982",86,226,31,"3,711"
10419,2022-05-14,RMCC,2,"1,346",0,0,27,97
10420,2022-05-14,EACC,1,"2,200",0,9,1,51
10421,2022-05-14,SACC,16,"39,331",0,28,0,125
10422,2017-09-12,NWCC,32,"694,214",220,515,77,"9,488"
10423,2017-09-12,ONCC,10,"213,722",77,151,28,"3,660"
10424,2017-09-12,OSCC,11,"81,401",77,203,13,"3,490"
10425,2017-09-12,NRCC,43,"599,661",75,318,53,"5,022"
10426,2017-09-12,GBCC,15,"269,631",14,43,10,790
10427,2017-09-12,SWCC,1,198,0,0,1,8
10428,2017-09-12,RMCC,6,"14,668",11,41,5,516
10429,2017-09-12,EACC,0,0,0,0,0,0
10430,2017-09-12,SACC,0,0,0,0,0,0
10431,2022-05-04,NWCC,0,0,0,0,0,0
10432,2022-05-04,ONCC,0,0,0,0,0,0
10433,2022-05-04,OSCC,0,0,0,0,0,0
10434,2022-05-04,NRCC,0,0,0,0,0,0
10435,2022-05-04,GBCC,1,423,0,0,0,0
10436,2022-05-04,SWCC,13,"297,424",67,202,29,"3,165"
10437,2022-05-04,RMCC,0,"44,024",0,0,0,0
10438,2022-05-04,EACC,2,174.8,2,24,1,142
10439,2022-05-04,SACC,20,"25,484",1,21,0,142
10440,2022-11-04,NWCC,8,"147,990",0,13,0,79
10441,2022-11-04,ONCC,0,0,0,0,0,0
10442,2022-11-04,OSCC,0,0,0,0,0,0
10443,2022-11-04,NRCC,0,0,0,0,0,0
10444,2022-11-04,GBCC,0,0,0,0,0,0
10445,2022-11-04,SWCC,0,0,0,0,0,0
10446,2022-11-04,RMCC,0,0,0,0,0,0
10447,2022-11-04,EACC,0,0,0,0,0,0
10448,2022-11-04,SACC,18,"9,955",10,44,0,248
10449,2017-08-18,NWCC,33,"216,061",212,382,71,"8,209"
10450,2017-08-18,ONCC,14,"138,243",122,152,27,"4,539"
10451,2017-08-18,OSCC,7,"8,537",55,49,15,"1,654"
10452,2017-08-18,NRCC,30,"132,525",78,251,48,"4,413"
10453,2017-08-18,GBCC,14,"84,754",19,49,10,872
10454,2017-08-18,SWCC,0,0,0,0,0,0
10455,2017-08-18,RMCC,5,"7,652",1,13,0,53
10456,2017-08-18,EACC,0,0,0,0,0,0
10457,2017-08-18,SACC,3,"2,818",0,3,1,21
10458,2017-08-08,NWCC,20,"96,201",108,192,32,"4,313"
10459,2017-08-08,ONCC,8,"109,135",123,292,30,"5,164"
10460,2017-08-08,OSCC,10,"106,263",32,54,5,"1,151"
10461,2017-08-08,NRCC,19,"358,940",87,208,38,"4,024"
10462,2017-08-08,GBCC,16,"236,045",24,93,13,"1,250"
10463,2017-08-08,SWCC,2,653,0,1,0,7
10464,2017-08-08,RMCC,2,"2,840",0,8,0,30
10465,2017-08-08,EACC,0,0,0,0,0,0
10466,2017-08-08,SACC,3,"1,053",0,1,0,5
10467,2021-05-20,NWCC,0,0,0,0,0,0
10468,2021-05-20,ONCC,0,0,0,0,0,0
10469,2021-05-20,OSCC,2,"1,600",6,57,0,438
10470,2021-05-20,NRCC,0,0,0,0,0,0
10471,2021-05-20,GBCC,4,"4,129",3,12,0,133
10472,2021-05-20,SWCC,7,"18,917",8,21,4,350
10473,2021-05-20,RMCC,0,0,0,0,0,0
10474,2021-05-20,EACC,6,"3,268",4,25,1,172
10475,2021-05-20,SACC,9,"3,194",0,33,0,207
10476,2024-06-20,NWCC,4,"14,568",11,4,9,521
10477,2024-06-20,ONCC,4,"21,687",72,194,15,"2,537"
10478,2024-06-20,OSCC,6,"24,249",56,272,15,"2,860"
10479,2024-06-20,NRCC,0,0,0,0,0,0
10480,2024-06-20,GBCC,4,"3,450",11,18,7,427
10481,2024-06-20,SWCC,15,"64,649",33,98,7,"1,273"
10482,2024-06-20,RMCC,6,"11,032",9,35,0,460
10483,2024-06-20,EACC,0,0,0,0,0,0
10484,2024-06-20,SACC,8,"5,042",0,24,0,150
10485,2020-07-21,NWCC,2,643,14,35,2,518
10486,2020-07-21,ONCC,4,"17,518",40,90,8,"1,280"
10487,2020-07-21,OSCC,2,"30,008",19,119,9,"1,465"
10488,2020-07-21,NRCC,1,"3,356",1,6,1,31
10489,2020-07-21,GBCC,14,"130,521",53,88,20,"1,773"
